moped_component_id,pre_completion,post_completion
1194,1498.0,470.0
1195,97.0,40.0
1196,2.0,0.0
1197,300.0,5.0
1198,68.0,0.0
1199,438.0,10.0
1200,454.0,24.0
1201,44.0,3.0
1202,9.0,0.0
1203,6.0,0.0
1204,8.0,0.0
1205,194.0,43.0
1206,339.0,62.0
1207,217.0,54.0
1208,277.0,58.0
1209,60.0,1.0
1210,87.0,39.0
1211,48.0,24.0
1212,224.0,96.0
1213,110.0,3.0
1214,167.0,7.0
1215,58.0,90.0
1216,205.0,14.0
1217,415.0,24.0
1218,164.0,28.0
1219,347.0,92.0
1220,156.0,5.0
1221,2.0,2.0
1222,4.0,0.0
1223,163.0,22.0
1226,1.0,1.0
1227,4.0,1.0
1228,33.0,29.0
1229,6.0,9.0
1230,30.0,50.0
1231,105.0,100.0
1232,8.0,10.0
1233,104.0,106.0
1234,156.0,130.0
1235,2.0,4.0
1236,15.0,24.0
1237,7.0,5.0
1238,2.0,3.0
1239,1.0,1.0
1240,4.0,17.0
1241,207.0,6.0
1242,2.0,0.0
1244,1.0,0.0
1245,3.0,0.0
1246,3.0,0.0
1248,2.0,0.0
1250,4.0,0.0
1252,2.0,0.0
1255,383.0,10.0
1257,1.0,0.0
1258,1.0,0.0
1261,2.0,0.0
1262,2.0,0.0
1263,222.0,41.0
1264,472.0,43.0
1265,374.0,60.0
1266,0.0,1.0
1267,3.0,3.0
1268,8.0,8.0
1269,2.0,0.0
1270,38.0,13.0
1271,77.0,36.0
1272,312.0,479.0
1273,34.0,42.0
1274,181.0,266.0
1275,0.0,207.0
1276,0.0,202.0
1277,0.0,53.0
1278,0.0,104.0
1279,0.0,10.0
1280,0.0,75.0
1281,0.0,6.0
1282,0.0,50.0
1283,0.0,1921.0
1284,0.0,133.0
1285,0.0,96.0
1286,0.0,241.0
1287,0.0,30.0
1288,0.0,50.0
1289,59.0,38.0
1290,281.0,114.0
1291,77.0,66.0
1292,90.0,83.0
1293,1.0,0.0
1294,58.0,31.0
1295,12.0,9.0
1298,3.0,0.0
1299,15.0,8.0
1300,8.0,11.0
1301,7.0,4.0
1302,14.0,9.0
1303,59.0,53.0
1304,177.0,122.0
1305,42.0,22.0
1307,29.0,24.0
1308,11.0,15.0
1309,510.0,345.0
1311,48.0,25.0
1312,41.0,9.0
1313,30.0,24.0
1314,59.0,35.0
1315,3.0,6.0
1316,762.0,624.0
1317,374.0,237.0
1318,7.0,4.0
1319,127.0,75.0
1320,32.0,29.0
1321,341.0,177.0
1322,464.0,213.0
1323,38.0,74.0
1324,10.0,22.0
1325,2.0,0.0
1326,6.0,1.0
1327,1.0,2.0
1328,301.0,79.0
1330,31.0,40.0
1331,135.0,95.0
1332,2.0,0.0
1333,39.0,31.0
1334,324.0,255.0
1335,172.0,113.0
1336,91.0,57.0
1337,71.0,30.0
1338,92.0,35.0
1339,173.0,122.0
1340,8.0,3.0
1341,167.0,122.0
1342,167.0,123.0
1343,166.0,118.0
1344,178.0,127.0
1345,167.0,124.0
1346,9.0,4.0
1347,161.0,120.0
1348,188.0,91.0
1349,128.0,58.0
1350,130.0,95.0
1351,127.0,67.0
1352,27.0,13.0
1353,40.0,16.0
1354,131.0,89.0
1358,1.0,0.0
1360,12.0,5.0
1363,29.0,23.0
1364,85.0,34.0
1365,356.0,161.0
1366,119.0,68.0
1368,5.0,0.0
1371,246.0,154.0
1372,181.0,147.0
1373,92.0,38.0
1374,104.0,52.0
1375,11.0,4.0
1376,5.0,0.0
1377,1.0,0.0
1378,136.0,108.0
1379,146.0,113.0
1380,124.0,52.0
1381,168.0,39.0
1382,925.0,146.0
1383,1005.0,159.0
1384,5.0,3.0
1386,15.0,2.0
1387,85.0,17.0
1390,370.0,348.0
1391,403.0,218.0
1392,280.0,221.0
1393,24.0,6.0
1394,4.0,0.0
1395,1.0,1.0
1396,45.0,21.0
1397,6.0,2.0
1398,99.0,28.0
1402,639.0,81.0
1403,1.0,0.0
1404,2.0,0.0
1405,1.0,0.0
1406,2.0,0.0
1409,1.0,1.0
1410,110.0,44.0
1411,28.0,19.0
1413,5.0,4.0
1414,3.0,1.0
1415,10.0,4.0
1416,104.0,30.0
1417,9.0,4.0
1418,11.0,4.0
1419,5.0,0.0
1421,32.0,11.0
1422,1.0,0.0
1423,18.0,11.0
1425,15.0,11.0
1426,3.0,13.0
1427,1.0,3.0
1428,3.0,12.0
1429,1.0,3.0
1430,2.0,3.0
1431,45.0,2.0
1432,495.0,346.0
1433,0.0,1.0
1435,3.0,0.0
1436,1.0,0.0
1438,6.0,2.0
1439,5.0,4.0
1440,3.0,6.0
1441,20.0,11.0
1443,2.0,0.0
1444,2.0,2.0
1445,386.0,50.0
1446,441.0,48.0
1447,360.0,57.0
1448,2.0,1.0
1449,71.0,44.0
1450,10.0,0.0
1451,7.0,2.0
1452,213.0,15.0
1453,188.0,17.0
1454,552.0,84.0
1455,26.0,11.0
1456,559.0,103.0
1457,154.0,16.0
1458,331.0,72.0
1459,231.0,56.0
1460,10.0,10.0
1461,109.0,9.0
1462,172.0,14.0
1463,73.0,6.0
1464,109.0,10.0
1465,86.0,8.0
1466,248.0,60.0
1467,270.0,61.0
1468,36.0,8.0
1469,137.0,0.0
1470,92.0,0.0
1471,17.0,0.0
1472,92.0,0.0
1473,2.0,0.0
1474,71.0,0.0
1475,73.0,1.0
1476,3.0,0.0
1477,13.0,0.0
1478,29.0,0.0
1479,19.0,3.0
1480,12.0,0.0
1481,12.0,0.0
1482,12.0,0.0
1483,7.0,0.0
1484,274.0,1.0
1485,50.0,0.0
1486,12.0,0.0
1487,12.0,0.0
1488,115.0,0.0
1489,15.0,1.0
1490,1.0,0.0
1491,6.0,7.0
1492,113.0,48.0
1493,4.0,1.0
1494,4.0,1.0
1495,29.0,4.0
1496,123.0,38.0
1497,56.0,8.0
1498,291.0,135.0
1499,12.0,2.0
1500,26.0,9.0
1501,22.0,9.0
1502,195.0,77.0
1503,622.0,419.0
1504,12.0,23.0
1505,214.0,157.0
1506,1.0,0.0
1508,6.0,1.0
1509,6.0,0.0
1510,61.0,38.0
1511,44.0,16.0
1512,3.0,4.0
1513,6.0,3.0
1515,21.0,7.0
1516,3.0,2.0
1517,11.0,10.0
1518,11.0,5.0
1519,228.0,76.0
1520,180.0,43.0
1521,33.0,7.0
1522,77.0,25.0
1523,360.0,56.0
1524,17.0,0.0
1525,354.0,56.0
1526,16.0,1.0
1527,343.0,54.0
1528,12.0,4.0
1529,11.0,1.0
1530,147.0,22.0
1531,138.0,22.0
1532,16.0,4.0
1533,139.0,26.0
1534,283.0,53.0
1535,131.0,25.0
1536,280.0,52.0
1537,231.0,57.0
1538,0.0,1.0
1540,11.0,21.0
1541,3.0,0.0
1542,1.0,2.0
1543,1358.0,559.0
1544,33.0,11.0
1545,63.0,14.0
1547,6.0,8.0
1548,64.0,25.0
1549,1.0,1.0
1550,24.0,9.0
1551,1.0,0.0
1552,55.0,23.0
1554,0.0,1.0
1555,157.0,36.0
1556,2.0,2.0
1558,878.0,175.0
1559,4.0,0.0
1560,199.0,37.0
1561,63.0,8.0
1562,3.0,0.0
1563,22.0,6.0
1564,20.0,5.0
1565,1.0,0.0
1567,2.0,0.0
1568,1.0,0.0
1569,1.0,0.0
1570,2.0,0.0
1571,6.0,0.0
1573,1.0,0.0
1574,1.0,0.0
1575,29.0,10.0
1576,29.0,10.0
1577,44.0,16.0
1578,8.0,1.0
1579,171.0,61.0
1581,0.0,1.0
1582,1.0,0.0
1583,7.0,2.0
1584,1.0,0.0
1586,1.0,0.0
1589,5.0,2.0
1590,11.0,7.0
1592,8.0,5.0
1596,2.0,0.0
1597,1.0,0.0
1598,4.0,0.0
1602,2.0,0.0
1603,4.0,0.0
1604,0.0,1.0
1605,4.0,1.0
1606,2.0,1.0
1607,2.0,1.0
1608,1.0,0.0
1609,5.0,3.0
1610,2.0,0.0
1611,2.0,0.0
1612,2.0,0.0
1613,2.0,0.0
1614,2.0,0.0
1617,7.0,0.0
1620,2.0,0.0
1631,9.0,6.0
1632,1.0,1.0
1633,1.0,1.0
1636,1.0,0.0
1637,5.0,1.0
1639,1.0,0.0
1640,1.0,0.0
1641,2.0,0.0
1643,19.0,5.0
1644,2.0,0.0
1645,2.0,0.0
1646,20.0,5.0
1647,2.0,0.0
1648,2.0,0.0
1649,36.0,8.0
1650,12.0,3.0
1653,3.0,0.0
1654,0.0,2.0
1659,1.0,0.0
1660,28.0,2.0
1661,1.0,0.0
1662,7.0,2.0
1663,2.0,0.0
1664,2.0,0.0
1666,1.0,0.0
1667,7.0,2.0
1669,2.0,0.0
1670,1.0,0.0
1671,9.0,1.0
1672,6.0,4.0
1673,2.0,0.0
1674,2.0,1.0
1677,1.0,0.0
1678,1.0,0.0
1679,634.0,57.0
1680,52.0,6.0
1681,584.0,146.0
1682,30.0,3.0
1683,160.0,24.0
1684,101.0,13.0
1685,5.0,1.0
1686,153.0,13.0
1687,109.0,42.0
1688,13.0,0.0
1689,37.0,15.0
1690,2.0,2.0
1691,56.0,13.0
1692,3.0,1.0
1693,57.0,4.0
1696,12.0,3.0
1698,11.0,3.0
1699,4.0,3.0
1701,1.0,0.0
1702,24.0,7.0
1703,0.0,3.0
1704,69.0,3.0
1705,332.0,122.0
1706,2.0,2.0
1707,2.0,0.0
1709,9.0,3.0
1711,8.0,2.0
1714,16.0,2.0
1715,3.0,0.0
1716,3.0,0.0
1717,6.0,0.0
1719,9.0,4.0
1720,0.0,1.0
1721,0.0,1.0
1722,0.0,1.0
1723,1.0,1.0
1727,4.0,1.0
1729,1.0,0.0
1730,1.0,0.0
1731,31.0,6.0
1732,1.0,0.0
1733,3.0,2.0
1734,1.0,0.0
1735,6.0,2.0
1738,3.0,1.0
1739,1.0,0.0
1740,147.0,13.0
1741,2.0,1.0
1742,4.0,1.0
1743,5.0,1.0
1744,2.0,0.0
1745,0.0,1.0
1746,1.0,1.0
1747,3.0,1.0
1748,0.0,1.0
1749,1.0,1.0
1751,1.0,1.0
1754,8.0,4.0
1755,58.0,17.0
1756,3.0,1.0
1757,1.0,1.0
1758,92.0,21.0
1759,1.0,0.0
1760,1.0,0.0
1761,37.0,5.0
1762,1.0,0.0
1764,15.0,1.0
1769,10.0,0.0
1770,5.0,0.0
1771,2.0,1.0
1772,2.0,1.0
1773,2.0,1.0
1774,50.0,13.0
1777,1.0,0.0
1778,2.0,0.0
1779,1.0,1.0
1781,2.0,0.0
1783,3.0,0.0
1784,0.0,1.0
1785,3.0,0.0
1786,47.0,6.0
1790,3.0,0.0
1795,3.0,0.0
1796,1.0,0.0
1797,44.0,11.0
1799,3.0,0.0
1801,1.0,0.0
1803,2.0,1.0
1804,17.0,3.0
1806,30.0,11.0
1807,10.0,1.0
1808,9.0,2.0
1811,1.0,0.0
1812,1.0,0.0
1813,1.0,0.0
1814,1.0,0.0
1816,55.0,10.0
1817,131.0,18.0
1820,1.0,0.0
1821,1.0,0.0
1822,1.0,0.0
1825,1.0,0.0
1826,2.0,0.0
1827,2.0,0.0
1828,1.0,0.0
1829,2.0,0.0
1830,15.0,2.0
1831,16.0,1.0
1833,2.0,0.0
1836,3.0,0.0
1839,1.0,0.0
1843,11.0,0.0
1844,40.0,1.0
1845,29.0,0.0
1846,59.0,4.0
1847,8.0,0.0
1849,38.0,2.0
1850,2.0,0.0
1851,1.0,0.0
1852,3.0,1.0
1853,3.0,0.0
1855,0.0,1.0
1856,0.0,1.0
1857,4.0,0.0
1858,10.0,1.0
1859,3.0,0.0
1860,6.0,0.0
1861,4.0,0.0
1862,10.0,1.0
1863,3.0,0.0
1864,10.0,1.0
1865,5.0,3.0
1867,5.0,0.0
1872,0.0,1.0
1873,0.0,1.0
1874,0.0,1.0
1875,0.0,1.0
1876,6.0,0.0
1877,2.0,1.0
1878,6.0,0.0
1879,2.0,0.0
1881,2.0,0.0
1882,6.0,0.0
1883,45.0,4.0
1886,2.0,1.0
1892,1.0,0.0
1893,1.0,0.0
1895,2.0,1.0
1898,22.0,1.0
1900,3.0,1.0
1902,1.0,0.0
1903,1.0,0.0
1905,8.0,5.0
1906,12.0,0.0
1907,2.0,0.0
1909,3.0,0.0
1911,4.0,0.0
1913,2.0,0.0
1915,1.0,2.0
1916,2.0,0.0
1918,1.0,0.0
1922,1.0,0.0
1923,3.0,0.0
1924,1.0,0.0
1925,1.0,0.0
1926,3.0,0.0
1927,1.0,0.0
1928,3.0,0.0
1929,1.0,0.0
1930,1.0,0.0
1931,1.0,0.0
1932,1.0,0.0
1934,1.0,0.0
1935,29.0,2.0
1936,313.0,63.0
1937,2.0,0.0
1938,5.0,1.0
1939,27.0,2.0
1940,2.0,0.0
1942,24.0,1.0
1943,12.0,1.0
1944,2.0,0.0
1945,2.0,0.0
1947,2.0,0.0
1948,0.0,1.0
1950,0.0,1.0
1951,1.0,0.0
1954,0.0,1.0
1960,1.0,0.0
1961,1.0,0.0
1964,1.0,0.0
1968,2.0,0.0
1975,1.0,0.0
1977,1.0,0.0
1978,1.0,0.0
1979,1.0,0.0
1982,1.0,0.0
1983,112.0,27.0
1984,14.0,1.0
1985,116.0,26.0
1986,261.0,24.0
1987,437.0,34.0
1988,287.0,23.0
1989,11.0,1.0
1990,25.0,2.0
1992,6.0,0.0
1993,4.0,0.0
1994,26.0,2.0
1995,11.0,1.0
1996,2.0,0.0
1997,1.0,0.0
1998,1.0,1.0
1999,0.0,1.0
2000,1.0,0.0
2001,2.0,1.0
2002,1.0,0.0
2003,2.0,1.0
2005,1.0,0.0
2006,2.0,0.0
2007,1.0,0.0
2008,1.0,0.0
2009,2.0,1.0
2011,2.0,2.0
2013,60.0,4.0
2020,6.0,2.0
2021,1.0,0.0
2022,1.0,0.0
2024,1.0,0.0
2025,1.0,0.0
2026,1.0,0.0
2029,9.0,0.0
2030,8.0,0.0
2033,113.0,23.0
2034,3.0,1.0
2035,5.0,1.0
2036,78.0,25.0
2037,27.0,4.0
2038,59.0,17.0
2039,105.0,23.0
2040,3.0,1.0
2041,4.0,2.0
2042,49.0,12.0
2043,18.0,3.0
2044,28.0,1.0
2045,19.0,4.0
2046,147.0,50.0
2047,20.0,9.0
2048,108.0,37.0
2049,5.0,1.0
2050,37.0,4.0
2051,11.0,3.0
2052,69.0,19.0
2053,78.0,28.0
2054,110.0,30.0
2055,39.0,17.0
2056,13.0,2.0
2057,4.0,1.0
2058,126.0,52.0
2059,8.0,3.0
2060,68.0,21.0
2061,29.0,8.0
2062,3.0,0.0
2063,7.0,1.0
2064,22.0,7.0
2065,89.0,52.0
2066,30.0,3.0
2067,2.0,1.0
2068,129.0,57.0
2069,30.0,6.0
2070,17.0,4.0
2071,41.0,11.0
2072,9.0,4.0
2073,45.0,10.0
2074,21.0,8.0
2075,15.0,4.0
2076,1.0,1.0
2077,19.0,7.0
2078,17.0,5.0
2079,3.0,0.0
2080,9.0,1.0
2081,74.0,40.0
2082,20.0,4.0
2083,100.0,16.0
2084,82.0,11.0
2085,3.0,0.0
2086,87.0,24.0
2087,48.0,18.0
2089,98.0,33.0
2090,37.0,9.0
2091,55.0,5.0
2092,23.0,8.0
2096,1.0,0.0
2097,1.0,0.0
2100,11.0,2.0
2101,1.0,0.0
2102,1.0,0.0
2105,2.0,0.0
2106,2.0,0.0
2107,2.0,0.0
2108,1.0,0.0
2109,42.0,9.0
2110,1.0,0.0
2111,2.0,0.0
2112,103.0,4.0
2113,5.0,0.0
2114,1.0,0.0
2115,1.0,0.0
2116,1.0,0.0
2117,494.0,5.0
2118,1.0,0.0
2119,2.0,0.0
2120,1.0,0.0
2122,4.0,5.0
2124,19.0,1.0
2125,1.0,0.0
2126,0.0,1.0
2127,37.0,10.0
2128,9.0,0.0
2129,21.0,7.0
2132,52.0,22.0
2133,1.0,0.0
2134,3.0,1.0
2135,1.0,0.0
2137,2.0,2.0
2138,31.0,6.0
2139,103.0,15.0
2140,115.0,21.0
2141,153.0,33.0
2142,68.0,8.0
2143,22.0,5.0
2144,4.0,2.0
2145,2.0,0.0
2146,2.0,0.0
2147,28.0,17.0
2148,105.0,21.0
2151,3.0,0.0
2152,1.0,1.0
2154,1.0,0.0
2155,1.0,0.0
2160,1.0,0.0
2161,9.0,0.0
2162,5.0,0.0
2163,15.0,1.0
2164,1.0,0.0
2165,1.0,0.0
2166,1.0,0.0
2167,2.0,0.0
2168,3.0,0.0
2170,1.0,1.0
2172,0.0,1.0
2173,1.0,0.0
2174,36.0,1.0
2175,5.0,0.0
2177,2.0,0.0
2178,15.0,0.0
2179,1.0,0.0
2180,1.0,0.0
2181,1.0,0.0
2183,1.0,0.0
2187,3.0,0.0
2193,1.0,0.0
2194,5.0,0.0
2197,4.0,0.0
2199,2.0,0.0
2201,78.0,2.0
2202,1.0,0.0
2203,8.0,0.0
2206,24.0,1.0
2209,1.0,0.0
2210,19.0,0.0
2211,2.0,0.0
2213,8.0,0.0
2214,2.0,0.0
2215,4.0,0.0
2218,1.0,0.0
2219,1.0,0.0
2220,3.0,0.0
2221,3.0,0.0
2222,2.0,0.0
2224,22.0,0.0
2226,1.0,0.0
2228,12.0,1.0
2229,2.0,0.0
2231,1.0,0.0
2235,1.0,0.0
2236,6.0,1.0
2237,1.0,0.0
2238,2.0,0.0
2240,7.0,0.0
2241,4.0,0.0
2243,3.0,0.0
2244,2.0,0.0
2245,0.0,1.0
2246,1.0,0.0
2248,2.0,0.0
2252,64.0,2.0
2253,1.0,0.0
2254,2.0,0.0
2255,3.0,0.0
2256,2.0,0.0
2257,1.0,0.0
2258,60.0,0.0
2259,1.0,0.0
2260,23.0,0.0
2261,15.0,1.0
2262,22.0,1.0
2263,2.0,0.0
2264,123.0,4.0
2265,2.0,0.0
2266,2.0,0.0
2267,1.0,0.0
2269,3.0,0.0
2271,1.0,0.0
2276,6.0,0.0
2278,2.0,0.0
2280,85.0,2.0
2281,3.0,0.0
2282,4.0,0.0
2283,6.0,0.0
2284,1.0,0.0
2285,5.0,0.0
2286,11.0,0.0
2287,3.0,0.0
2291,1.0,0.0
2301,11.0,1.0
2302,1.0,1.0
2303,1.0,0.0
2304,1.0,0.0
2306,9.0,1.0
2307,1.0,0.0
2308,1.0,0.0
2310,9.0,1.0
2312,1.0,0.0
2313,1.0,0.0
2314,3.0,0.0
2315,3.0,0.0
2317,4.0,0.0
2318,1.0,0.0
2319,3.0,0.0
2320,6.0,0.0
2321,3.0,0.0
2322,2.0,0.0
2323,1.0,0.0
2324,1.0,0.0
2327,4.0,0.0
2328,2.0,0.0
2329,116.0,2.0
2330,1.0,0.0
2331,1.0,0.0
2332,2.0,0.0
2333,1.0,0.0
2334,1.0,0.0
2335,173.0,2.0
2337,2.0,0.0
2338,71.0,4.0
2340,25.0,0.0
2342,1.0,0.0
2344,1.0,0.0
2347,10.0,1.0
2348,16.0,0.0
2349,2.0,1.0
2352,2.0,0.0
2353,1.0,0.0
2354,1.0,0.0
2356,7.0,0.0
2357,1.0,0.0
2358,2.0,0.0
2361,1.0,0.0
2362,1.0,0.0
2363,4.0,1.0
2364,15.0,0.0
2365,114.0,2.0
2366,26.0,0.0
2368,3.0,0.0
2369,1.0,0.0
2370,1.0,0.0
2371,0.0,1.0
2372,83.0,2.0
2374,9.0,1.0
2375,4.0,1.0
2377,1.0,0.0
2378,1.0,0.0
2379,6.0,0.0
2380,6.0,0.0
2381,6.0,0.0
2383,1.0,0.0
2384,2.0,0.0
2386,2.0,0.0
2387,1.0,0.0
2388,8.0,0.0
2389,2.0,0.0
2390,1.0,0.0
2391,8.0,0.0
2392,1.0,0.0
2394,28.0,1.0
2395,2.0,0.0
2396,19.0,1.0
2397,25.0,2.0
2398,2.0,0.0
2399,1.0,0.0
2400,1.0,0.0
2403,58.0,2.0
2404,1.0,0.0
2405,62.0,3.0
2406,2.0,0.0
2408,1.0,0.0
2409,2.0,0.0
2410,2.0,0.0
2411,2.0,0.0
2413,9.0,0.0
2415,3.0,0.0
2416,1.0,1.0
2417,3.0,1.0
2418,14.0,4.0
2419,77.0,24.0
2420,14.0,10.0
2421,64.0,15.0
2422,121.0,13.0
2423,68.0,12.0
2424,112.0,17.0
2425,76.0,19.0
2426,150.0,48.0
2427,0.0,1.0
2429,2.0,3.0
2431,4.0,21.0
2433,46.0,48.0
2438,4.0,1.0
2439,123.0,53.0
2440,200.0,59.0
2441,348.0,120.0
2442,14.0,3.0
2443,0.0,1.0
2444,1.0,1.0
2445,77.0,22.0
2446,0.0,11.0
2447,8.0,66.0
2448,108.0,19.0
2449,84.0,6.0
2450,22.0,3.0
2451,5.0,0.0
2452,5.0,0.0
2453,79.0,3.0
2454,5.0,0.0
2455,51.0,1.0
2456,1671.0,252.0
2457,1.0,0.0
2458,3.0,0.0
2459,1.0,0.0
2460,35.0,0.0
2461,1.0,0.0
2462,11.0,0.0
2463,99.0,8.0
2464,3.0,0.0
2467,1.0,0.0
2468,1.0,0.0
2469,2.0,0.0
2471,3.0,0.0
2472,1.0,0.0
2473,41.0,4.0
2474,3.0,1.0
2475,1.0,0.0
2476,17.0,1.0
2477,1.0,1.0
2478,14.0,0.0
2479,85.0,11.0
2480,42.0,4.0
2481,6.0,1.0
2482,3.0,0.0
2483,114.0,5.0
2484,1105.0,74.0
2485,355.0,16.0
2488,4.0,0.0
2489,13.0,4.0
2490,26.0,2.0
2491,53.0,5.0
2492,3.0,1.0
2493,100.0,6.0
2494,5.0,0.0
2496,267.0,16.0
2497,5.0,0.0
2498,19.0,3.0
2499,6.0,0.0
2500,6.0,0.0
2501,10.0,3.0
2502,13.0,93.0
2504,155.0,1.0
2505,2.0,0.0
2507,1.0,0.0
2508,3.0,0.0
2509,48.0,1.0
2510,8.0,1.0
2511,9.0,0.0
2512,5.0,0.0
2513,10.0,1.0
2514,4.0,0.0
2517,1.0,0.0
2518,1.0,0.0
2519,3.0,6.0
2521,2.0,0.0
2522,1.0,0.0
2523,1.0,0.0
2524,3.0,0.0
2527,0.0,1.0
2530,1.0,0.0
2534,2.0,0.0
2544,0.0,1.0
2547,4.0,0.0
2550,1.0,0.0
2551,5.0,0.0
2552,1.0,0.0
2553,1.0,0.0
2557,16.0,3.0
2558,1.0,0.0
2559,1.0,0.0
2560,2.0,0.0
2562,2.0,0.0
2566,1.0,0.0
2567,2.0,0.0
2569,1.0,0.0
2577,1.0,0.0
2579,65.0,2.0
2581,1.0,0.0
2582,2.0,0.0
2583,20.0,1.0
2588,7.0,0.0
2592,1.0,0.0
2596,10.0,0.0
2597,1.0,0.0
2598,9.0,0.0
2599,4.0,0.0
2600,26.0,0.0
2601,38.0,13.0
2603,10.0,0.0
2604,7.0,1.0
2605,0.0,1.0
2606,7.0,1.0
2607,5.0,0.0
2608,9.0,3.0
2609,4.0,1.0
2610,106.0,28.0
2611,106.0,28.0
2612,116.0,35.0
2613,270.0,123.0
2614,57.0,12.0
2615,16.0,12.0
2616,0.0,1.0
2617,32.0,13.0
2618,60.0,23.0
2619,72.0,28.0
2620,57.0,28.0
2621,13.0,11.0
2622,8.0,6.0
2623,8.0,6.0
2624,42.0,26.0
2625,47.0,29.0
2626,42.0,26.0
2627,44.0,26.0
2628,42.0,26.0
2629,2.0,0.0
2630,2.0,0.0
2631,1.0,0.0
2632,37.0,6.0
2633,2.0,2.0
2634,2.0,2.0
2635,2.0,2.0
2636,37.0,6.0
2637,2.0,2.0
2638,29.0,2.0
2639,13.0,0.0
2640,35.0,15.0
2641,40.0,8.0
2642,43.0,17.0
2643,22.0,5.0
2644,21.0,5.0
2645,21.0,5.0
2646,22.0,5.0
2647,21.0,5.0
2648,22.0,5.0
2649,22.0,5.0
2650,1.0,0.0
2653,215.0,50.0
2654,2.0,1.0
2655,2.0,1.0
2656,2.0,0.0
2657,1.0,2.0
2658,1.0,0.0
2659,598.0,198.0
2660,568.0,198.0
2661,3.0,0.0
2662,2.0,0.0
2663,1.0,0.0
2664,5.0,1.0
2665,3.0,0.0
2666,3.0,0.0
2667,2.0,1.0
2668,15.0,1.0
